code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,psychological_risk,total_clicks,avg_score,active_days,engagement_variability,inactivity_days,engagement_slope,assessment_consistency,persona_cluster,persona,attention_score,confusion_score,boredom_score,cognitive_overload_score,stability_score,intervention_style
DDD,2013J,544031,M,South West Region,A Level or Equivalent,50-60%,35-55,0,180,N,Withdrawn,1,101.0,78.5,13.0,1.4637106884872555,66.0,0.050621771296919,12.020815280171307,5,Last-Minute Survivor,95.02716,4.9728403,6.0,35.0,86.18781633717091,Deadline management coaching
DDD,2013J,544155,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,1,255.0,68.0,16.0,2.355763301617769,24.0,0.3184354311815212,0.0,1,Burnout Pattern,77.42671,22.573286,4.0,33.0,80.69031689946074,Mental wellness intervention
DDD,2013J,544499,F,Wales,Lower Than A Level,10-20,0-35,1,180,N,Withdrawn,1,310.0,70.0,22.0,3.956862847053447,25.0,0.3864875648357494,26.87005768508881,5,Last-Minute Survivor,67.19643,32.803574,4.3478260869565215,45.65217391304348,72.52912974663435,Deadline management coaching
DDD,2013J,544576,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,0,987.0,66.71428571428571,99.0,1.6531967782061974,174.0,0.0204804602943194,11.455919659202191,5,Last-Minute Survivor,98.94709,1.0529073,0.0,47.22222222222222,83.35722456652385,Deadline management coaching
DDD,2013J,544587,F,South East Region,Lower Than A Level,90-100%,35-55,0,120,Y,Withdrawn,1,1440.0,65.4,102.0,3.9452436409655687,143.0,-0.0371436172599908,20.18167485616593,5,Last-Minute Survivor,81.58573,18.414263,3.333333333333333,33.333333333333336,81.43572000856703,Deadline management coaching
DDD,2013J,544594,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,0,7678.0,86.1875,234.0,10.405713934250484,45.0,0.0346693195689309,7.231585810410698,3,Passive Watcher,19.784212,80.21579,23.33333333333333,80.0,43.12616535524984,Interactive participation encouragement
DDD,2013J,544649,M,North Region,Lower Than A Level,,35-55,1,60,N,Withdrawn,1,1925.0,72.5,126.0,2.5223725289062924,88.0,-0.1111830515906287,12.288205727444506,5,Last-Minute Survivor,97.8676,2.1323981,4.0,24.0,90.44840979036456,Deadline management coaching
DDD,2013J,544982,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,401.0,62.285714285714285,39.0,2.577049810658084,224.0,0.0448023119419314,21.27372625027004,5,Last-Minute Survivor,93.46658,6.5334163,2.0,42.00000000000001,82.96317796311396,Deadline management coaching
DDD,2013J,545093,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,2417.0,86.85714285714286,160.0,4.452618357969382,118.0,-0.0115984328161093,8.858678822273134,4,Consistent Learner,95.03909,4.9609075,7.4074074074074066,51.85185185185185,79.57820743005959,Advanced learning opportunities
DDD,2013J,545124,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,1,21.0,0.0,2.0,1.300349603340998,14.0,1.1875,0.0,1,Burnout Pattern,90.08695,9.913046,10.0,45.0,81.262201465553,Mental wellness intervention
DDD,2013J,545179,M,West Midlands Region,HE Qualification,10-20,0-35,0,90,N,Fail,1,391.0,79.66666666666667,33.0,2.576857979077422,140.0,-0.0910457738512767,8.326663997864529,2,Anxiety-Spike Learner,72.69601,27.303991,8.333333333333332,95.83333333333331,58.09527256252975,Guided pacing and stress reduction
DDD,2013J,545211,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0,985.0,68.0,130.0,1.775790306039211,148.0,-0.0155245860622898,9.678154093971983,3,Passive Watcher,55.466507,44.533493,0.0,74.19354838709677,59.83238943562134,Interactive participation encouragement
DDD,2013J,545255,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,0,1524.0,77.92307692307692,56.0,8.878919666657232,210.0,-0.1065923346929137,9.793378191934409,5,Last-Minute Survivor,68.29107,31.708935,4.0,52.0,69.13738177778092,Deadline management coaching
DDD,2013J,545769,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,0,1260.0,50.0,83.0,3.096167678846327,185.0,0.0065175132840325,24.657656011875908,5,Last-Minute Survivor,80.80242,19.197577,16.0,51.0,75.56875177371789,Deadline management coaching
DDD,2013J,545991,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,1,439.0,84.0,38.0,3.405673644874314,68.0,-0.1834793918846883,0.0,2,Anxiety-Spike Learner,52.23198,47.768024,20.833333333333336,72.91666666666667,58.63654522948634,Guided pacing and stress reduction
DDD,2013J,546293,M,Scotland,HE Qualification,40-50%,35-55,1,60,Y,Fail,1,123.0,45.0,11.0,3.611586079130421,69.0,0.0396220305554737,13.92838827718412,5,Last-Minute Survivor,91.91916,8.08084,16.0,50.0,79.4358579736232,Deadline management coaching
DDD,2013J,546403,M,North Western Region,Lower Than A Level,60-70%,0-35,1,180,N,Withdrawn,1,608.0,45.6,51.0,4.743167178736142,165.0,0.0134430279150156,15.208550226763892,5,Last-Minute Survivor,68.36811,31.631893,20.0,46.0,72.54164660708796,Deadline management coaching
DDD,2013J,546722,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0,1669.0,85.57142857142857,130.0,2.793715639317213,132.0,-0.0207534839687085,7.367883976130072,3,Passive Watcher,22.104841,77.89516,16.666666666666664,70.83333333333333,49.49259700911648,Interactive participation encouragement
DDD,2013J,546809,F,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,71.0,20.0,7.0,4.532948162908886,15.0,0.3018488745980707,0.0,1,Burnout Pattern,76.606384,23.39362,24.0,67.0,68.3578106123637,Mental wellness intervention
DDD,2013J,546852,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,1047.0,81.28571428571429,89.0,2.8381500524985865,189.0,-0.0319427452458642,5.992058236095668,5,Last-Minute Survivor,92.258514,7.7414846,0.0,38.0,83.80678844916714,Deadline management coaching
DDD,2013J,547378,M,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,1,189.0,57.0,27.0,2.209639264670601,33.0,0.0167908707413894,0.0,1,Burnout Pattern,86.7728,13.227199,6.0,59.00000000000001,75.18772057844313,Mental wellness intervention
DDD,2013J,547448,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,0,1740.0,90.28571428571428,101.0,2.596447001410148,153.0,-0.0358648317003515,5.376314900074392,3,Passive Watcher,35.4971,64.5029,20.0,78.33333333333334,51.52243988841884,Interactive participation encouragement
DDD,2013J,547584,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,1,471.0,80.5,28.0,3.153814163644054,124.0,-0.0771716131983759,0.7071067811865476,2,Anxiety-Spike Learner,68.049225,31.950771,36.36363636363637,63.63636363636363,67.08635039999743,Guided pacing and stress reduction
DDD,2013J,547737,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,0,1489.0,65.71428571428571,159.0,2.0992643543357983,114.0,-0.0235396146182779,19.5679524198308,2,Anxiety-Spike Learner,85.26722,14.732777,14.285714285714285,71.42857142857142,70.57979573903093,Guided pacing and stress reduction
DDD,2013J,547784,F,South Region,Lower Than A Level,50-60%,0-35,1,120,Y,Fail,1,2121.0,46.36842105263158,162.0,2.346901258352932,117.0,-0.0262116946582911,28.164616348089808,5,Last-Minute Survivor,88.11621,11.883789,10.0,27.0,86.25643658054902,Deadline management coaching
DDD,2013J,548027,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0,2244.0,62.16666666666666,128.0,4.287098031581307,148.0,-0.0767804818630098,7.194905605125524,2,Anxiety-Spike Learner,75.65463,24.345367,13.333333333333334,66.66666666666666,68.23362276725068,Guided pacing and stress reduction
DDD,2013J,548173,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail,1,2065.0,56.76923076923077,104.0,3.5050989224612032,146.0,-0.0352351055752572,21.966466284444596,2,Anxiety-Spike Learner,66.04991,33.95009,22.5,81.25,60.43160369251293,Guided pacing and stress reduction
DDD,2013J,548301,F,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass,0,1507.0,72.42857142857143,84.0,6.228987491123326,176.0,0.0009186037819833,9.606545387688245,3,Passive Watcher,17.726166,82.273834,10.0,80.0,43.83239283629223,Interactive participation encouragement
DDD,2013J,548825,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,1,566.0,40.833333333333336,46.0,2.30937036970034,185.0,-0.0464734752411229,19.312344929258764,5,Last-Minute Survivor,99.40649,0.59351283,24.0,55.00000000000001,80.69903893343321,Deadline management coaching
DDD,2013J,548851,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,331.0,0.0,22.0,1.5090930418782091,67.0,-0.0842526173843013,0.0,1,Burnout Pattern,82.04734,17.952663,28.000000000000004,63.0,72.5127479860406,Mental wellness intervention
DDD,2013J,549032,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0,982.0,85.14285714285714,64.0,2.429580236130288,188.0,0.0146320117085512,10.683766056164709,3,Passive Watcher,26.46939,73.53061,0.0,76.66666666666666,49.124381032401025,Interactive participation encouragement
DDD,2013J,549113,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass,0,976.0,72.55555555555556,91.0,3.6439303906792304,168.0,-0.0104662063954286,15.355057075041362,5,Last-Minute Survivor,90.65628,9.343719,0.0,60.0,75.67078353644025,Deadline management coaching
DDD,2013J,549160,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,1,208.0,75.66666666666667,18.0,1.186359586662657,81.0,-0.0695340992757221,9.073771725877467,5,Last-Minute Survivor,91.318535,8.681463,10.0,39.0,83.71072580444579,Deadline management coaching
DDD,2013J,549337,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1,159.0,41.0,12.0,4.855607384964633,118.0,-0.0129084708121827,39.59797974644666,3,Passive Watcher,21.837711,78.16229,20.0,86.66666666666667,43.438478649456236,Interactive participation encouragement
DDD,2013J,549424,M,South Region,Post Graduate Qualification,90-100%,35-55,1,60,N,Withdrawn,1,1368.0,89.75,109.0,2.824892058488386,80.0,-0.0149368172780474,6.4755952107380335,5,Last-Minute Survivor,63.975502,36.024494,0.0,70.0,63.7168713138372,Deadline management coaching
DDD,2013J,549601,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,Y,Withdrawn,1,3166.0,96.75,159.0,3.2808370859170823,19.0,0.0081750049954465,0.9574271077563362,4,Consistent Learner,81.37568,18.624325,0.0,30.000000000000004,82.69827930469431,Advanced learning opportunities
DDD,2013J,550142,F,South East Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,1,1190.0,57.0625,92.0,2.3120340750231576,151.0,-0.1115494577873098,19.702685942107827,3,Passive Watcher,17.464352,82.535645,16.666666666666664,75.0,46.717440308325614,Interactive participation encouragement
DDD,2013J,550331,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0,1280.0,68.6,112.0,2.1439799288103987,164.0,-0.0245419398218187,11.991663771137013,5,Last-Minute Survivor,89.557465,10.442539,4.0,36.0,83.80449369039653,Deadline management coaching
DDD,2013J,550380,M,Scotland,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn,1,887.0,61.85714285714285,80.0,1.6791036608989,120.0,-0.0488295297608852,18.4790743944655,5,Last-Minute Survivor,89.722275,10.277721,6.0,46.0,80.68105844636703,Deadline management coaching
DDD,2013J,550814,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,0,796.0,57.0,87.0,5.155277528178207,192.0,-0.0323418659773015,23.08845865528756,5,Last-Minute Survivor,88.99761,11.002382,0.0,50.0,77.9474468239406,Deadline management coaching
DDD,2013J,551126,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0,1709.0,60.285714285714285,102.0,3.854283088870818,149.0,0.0433878089466901,7.432233529572065,5,Last-Minute Survivor,94.37997,5.620031,10.0,51.0,79.84189530370972,Deadline management coaching
DDD,2013J,551214,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,1150.0,80.07692307692308,129.0,3.587418545278766,136.0,-0.0022009847183751,13.762639877954244,5,Last-Minute Survivor,96.86706,3.1329448,3.333333333333333,43.333333333333336,83.31543444046264,Deadline management coaching
DDD,2013J,551456,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,1,357.0,65.75,42.0,1.945403405559187,179.0,-0.0601481068882062,18.9274932307477,5,Last-Minute Survivor,85.39485,14.605148,0.0,60.0,74.48314953148027,Deadline management coaching
DDD,2013J,551674,F,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,1,244.0,0.0,11.0,3.0228757463345683,5.0,-1.5383050847457629,0.0,1,Burnout Pattern,86.05144,13.948567,4.444444444444445,38.88888888888889,81.37988945492552,Mental wellness intervention
DDD,2013J,551760,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,1,809.0,40.57142857142857,77.0,3.088727095430229,197.0,0.0006268869167499,13.50132268652647,5,Last-Minute Survivor,81.95838,18.041615,0.0,38.095238095238095,80.2581399364439,Deadline management coaching
DDD,2013J,551774,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,1,148.0,33.0,11.0,4.998461301702294,120.0,-0.0280019549362139,12.727922061357855,2,Anxiety-Spike Learner,60.756123,39.243874,30.0,70.0,61.91922156609923,Guided pacing and stress reduction
DDD,2013J,552003,F,London Region,A Level or Equivalent,90-100%,35-55,0,120,N,Withdrawn,1,1917.0,88.57142857142857,161.0,2.274238637167098,93.0,0.032676726860207,3.5523298860111,3,Passive Watcher,31.733257,68.26675,16.129032258064516,88.70967741935483,46.91644464782602,Interactive participation encouragement
DDD,2013J,552192,M,East Midlands Region,Lower Than A Level,20-30%,0-35,1,90,N,Withdrawn,1,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0,Silent Isolator,19.262499,80.7375,33.33333333333333,85.00000000000001,43.75416666666666,Social engagement support
DDD,2013J,552282,M,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Fail,1,446.0,52.42857142857143,39.0,3.572929472390964,213.0,-0.0122697353073081,12.66039945205973,5,Last-Minute Survivor,84.01417,15.98583,20.0,43.0,79.14708017586968,Deadline management coaching
DDD,2013J,552313,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,1569.0,83.57142857142857,85.0,3.6077633843891856,187.0,0.0267240178928863,7.020378500174635,3,Passive Watcher,20.698093,79.3019,23.33333333333333,80.0,45.696778871870265,Interactive participation encouragement
DDD,2013J,552537,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,0,237.0,80.0,34.0,3.626234121699481,180.0,-0.0413895724968747,13.85640646055102,2,Anxiety-Spike Learner,75.24431,24.755693,28.57142857142857,78.57142857142857,64.34888143562398,Guided pacing and stress reduction
DDD,2013J,552747,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0,4277.0,90.42857142857144,223.0,3.813664399297435,56.0,-0.0209841642422355,8.96022958889527,4,Consistent Learner,57.41607,42.583935,20.0,53.333333333333336,66.75635575578974,Advanced learning opportunities
DDD,2013J,552898,M,South West Region,A Level or Equivalent,40-50%,0-35,0,240,Y,Pass,0,601.0,70.14285714285714,71.0,2.0369666088436365,159.0,-0.0014108208080872,15.667679805133575,5,Last-Minute Survivor,83.72281,16.277191,10.0,32.00000000000001,83.22861413038545,Deadline management coaching
DDD,2013J,553170,F,North Region,Post Graduate Qualification,,0-35,0,90,N,Withdrawn,1,152.0,0.0,14.0,1.069532768849376,20.0,-0.1785189268651231,0.0,1,Burnout Pattern,83.046,16.953997,0.0,30.000000000000004,83.99215674371688,Mental wellness intervention
DDD,2013J,553280,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,0,1810.0,92.5,81.0,10.71955074419718,171.0,-0.0575844615382878,8.47992281268473,5,Last-Minute Survivor,67.95334,32.046658,0.0,60.0,65.7445970852676,Deadline management coaching
DDD,2013J,553301,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,0,4055.0,87.71428571428571,153.0,5.094132420677737,92.0,0.0794723807860617,4.347960660443226,4,Consistent Learner,81.47401,18.525993,18.0,72.0,68.12662485977408,Advanced learning opportunities
DDD,2013J,553353,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,1,26.0,0.0,4.0,1.292412345317728,13.0,-0.2795031055900621,0.0,0,Silent Isolator,53.175102,46.824894,16.0,54.0,65.96089788489408,Social engagement support
DDD,2013J,553719,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,0,2753.0,91.875,112.0,6.160031556832887,146.0,0.0266612246546832,6.4485140407177015,5,Last-Minute Survivor,87.7268,12.273201,0.0,62.5,73.02225581438904,Deadline management coaching
DDD,2013J,553832,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,1,761.0,64.5,38.0,4.352921164639871,62.0,-0.0649176001289386,6.363961030678928,5,Last-Minute Survivor,92.36157,7.6384315,18.75,59.375,76.21121577845338,Deadline management coaching
DDD,2013J,553992,M,North Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,90.916084,9.083918,20.0,50.0,80.30536066666667,Mental wellness intervention
DDD,2013J,554283,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0,676.0,61.71428571428572,47.0,3.306374517473664,205.0,-0.0292938801355387,13.136644494368742,5,Last-Minute Survivor,94.050125,5.9498777,4.0,55.00000000000001,78.58124926084211,Deadline management coaching
DDD,2013J,554356,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,0,3154.0,89.85714285714286,190.0,3.803277079720915,85.0,-0.0027272401332246,4.879500364742667,4,Consistent Learner,94.05252,5.947483,14.000000000000002,52.0,79.4164133067597,Advanced learning opportunities
DDD,2013J,554691,M,North Western Region,Lower Than A Level,40-50%,35-55,1,60,Y,Pass,0,4069.0,60.0,190.0,3.271114201536684,64.0,-0.0878328376620476,19.60867155112757,3,Passive Watcher,30.286259,69.713745,8.0,55.00000000000001,57.33838026615444,Interactive participation encouragement
DDD,2013J,555239,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,0,2956.0,91.14285714285714,176.0,3.0422551688891084,99.0,-0.0403858734928269,5.520524474738833,4,Consistent Learner,92.36262,7.6373844,12.0,44.0,81.77345347703697,Advanced learning opportunities
DDD,2013J,555316,M,South West Region,Lower Than A Level,10-20,0-35,0,120,Y,Fail,1,449.0,25.5,30.0,4.351120665183776,137.0,-0.1232556085689388,17.69180601295413,5,Last-Minute Survivor,96.180855,3.8191423,2.0,35.0,85.60991234493873,Deadline management coaching
DDD,2013J,555422,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,1,93.0,0.0,7.0,2.3448697994390546,18.0,0.2564954682779456,0.0,1,Burnout Pattern,92.729904,7.2700977,17.647058823529413,55.88235294117647,78.16755985312815,Mental wellness intervention
DDD,2013J,555636,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,240,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,87.081635,12.918366,8.0,62.000000000000014,75.02721133333333,Mental wellness intervention
DDD,2013J,555644,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,256.0,43.4,23.0,1.3926060787187773,172.0,-0.0718925643788499,12.25969004502153,5,Last-Minute Survivor,56.22139,43.77861,0.0,50.0,68.27626130709375,Deadline management coaching
DDD,2013J,555791,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail,1,581.0,52.71428571428572,43.0,2.785474688104667,209.0,0.0336045478883853,21.81524150461695,5,Last-Minute Survivor,92.98642,7.0135818,12.0,54.0,78.73364783729845,Deadline management coaching
DDD,2013J,556539,M,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0,1681.0,79.57142857142857,121.0,2.247972087185097,153.0,0.0368472913756261,19.881793537951104,5,Last-Minute Survivor,77.47534,22.524662,10.0,55.00000000000001,73.4091219709383,Deadline management coaching
DDD,2013J,556751,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,1,256.0,45.2,27.0,3.836533245232231,161.0,0.0592204881952781,16.87305544351704,5,Last-Minute Survivor,78.990326,21.009672,18.181818181818183,38.63636363636363,78.8391437061347,Deadline management coaching
DDD,2013J,556821,M,Wales,Lower Than A Level,40-50%,0-35,0,220,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Silent Isolator,50.17712,49.82288,14.000000000000002,60.0,63.39237333333333,Social engagement support
DDD,2013J,557247,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,Y,Withdrawn,1,576.0,0.0,20.0,3.946113851734472,140.0,-0.101227130642287,0.0,1,Burnout Pattern,94.088135,5.911869,0.0,45.45454545454546,81.56249056457335,Mental wellness intervention
DDD,2013J,557320,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,Y,Withdrawn,1,4.0,0.0,1.0,0.5773502691896257,0.0,0.0,0.0,1,Burnout Pattern,63.08707,36.912926,10.0,57.00000000000001,68.50324124360345,Mental wellness intervention
DDD,2013J,557474,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,1,703.0,47.91666666666666,66.0,3.188556941436386,172.0,0.0027846741601312,19.52368414065958,5,Last-Minute Survivor,82.61971,17.380283,0.0,58.33333333333333,73.69927557507677,Deadline management coaching
DDD,2013J,558021,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,0,1290.0,79.0,123.0,2.3388161476336964,152.0,0.0059340202760099,13.391539617733784,3,Passive Watcher,41.127926,58.872074,33.33333333333333,85.00000000000001,51.263036617455434,Interactive participation encouragement
DDD,2013J,558029,M,Scotland,HE Qualification,60-70%,35-55,0,120,N,Withdrawn,1,4219.0,80.28571428571429,152.0,3.888815522983729,104.0,-0.0369752249297201,24.37016130239523,3,Passive Watcher,40.87359,59.12641,20.0,80.0,52.32825815900543,Interactive participation encouragement
DDD,2013J,558052,F,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,1,43.0,0.0,4.0,0.9678630550241252,36.0,-0.0969976905311778,0.0,1,Burnout Pattern,83.966,16.033995,0.0,40.0,80.99938064832529,Mental wellness intervention
DDD,2013J,558140,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,1,261.0,76.25,39.0,2.0784905136431755,137.0,-0.0441891854241286,16.520189667999173,5,Last-Minute Survivor,67.45732,32.54268,0.0,50.0,71.79294316211895,Deadline management coaching
DDD,2013J,558610,F,Scotland,Lower Than A Level,0-10%,0-35,1,120,N,Fail,1,1788.0,83.3,100.0,3.165525377451232,111.0,-0.0992650316694519,7.631076813486636,5,Last-Minute Survivor,75.64975,24.35025,0.0,71.42857142857143,67.0185510646591,Deadline management coaching
DDD,2013J,558765,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,917.0,84.25,52.0,6.173832671627141,141.0,0.0427415332745076,8.770214744615247,2,Anxiety-Spike Learner,80.87377,19.12623,28.000000000000004,82.0,64.23331244279095,Guided pacing and stress reduction
DDD,2013J,559096,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0,728.0,86.85714285714286,50.0,2.707843990310125,193.0,0.0026334812303704,9.719886340703296,3,Passive Watcher,21.386497,78.6135,13.333333333333334,73.33333333333334,48.448440892118846,Interactive participation encouragement
DDD,2013J,559123,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,0,451.0,55.57142857142857,52.0,2.6478561418125275,227.0,-0.023634724713023,7.502380574571934,2,Anxiety-Spike Learner,83.195045,16.804953,30.0,78.0,67.51573028606248,Guided pacing and stress reduction
DDD,2013J,559140,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0,1783.0,73.42857142857143,109.0,4.633937503059205,169.0,0.0309061564185235,7.5023805745719345,3,Passive Watcher,25.47993,74.52007,0.0,87.5,44.44866416564693,Interactive participation encouragement
DDD,2013J,559540,M,London Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail,1,409.0,62.6,55.0,2.182608781831357,197.0,-0.0630746447405601,20.132063977645213,5,Last-Minute Survivor,83.41027,16.58973,10.0,41.0,80.07588707272288,Deadline management coaching
DDD,2013J,559547,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,95.917984,4.0820136,6.0,45.0,83.6393288,Mental wellness intervention
DDD,2013J,559680,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,1116.0,69.14285714285714,80.0,2.574157022945996,179.0,0.0165100249618262,9.75412000863518,3,Passive Watcher,44.804234,55.195766,14.000000000000002,77.0,55.07669232568467,Interactive participation encouragement
DDD,2013J,559735,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,1,70.0,39.66666666666666,13.0,0.7278415113211957,92.0,-0.0278915107567805,15.044378795195676,5,Last-Minute Survivor,69.577,30.423,18.0,53.0,71.94971949622627,Deadline management coaching
DDD,2013J,559855,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1,720.0,75.33333333333333,61.0,2.617242914654333,73.0,-0.0995354308512945,11.060440015358036,2,Anxiety-Spike Learner,68.17324,31.82676,27.77777777777778,72.22222222222221,64.44459162104116,Guided pacing and stress reduction
DDD,2013J,559908,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,1,120,N,Pass,0,599.0,68.28571428571429,73.0,1.9158875975127687,168.0,0.0285673224183943,13.1746509848052,2,Anxiety-Spike Learner,83.07235,16.927654,28.000000000000004,76.0,68.3854861341624,Guided pacing and stress reduction
DDD,2013J,559992,F,North Region,HE Qualification,,35-55,1,60,N,Pass,0,780.0,55.71428571428572,74.0,3.29964273289098,197.0,0.0323211024506902,13.08579746282569,5,Last-Minute Survivor,84.405075,15.594923,0.0,50.0,77.035144755703,Deadline management coaching
DDD,2013J,560015,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,1,488.0,54.0,40.0,2.292369631771742,192.0,0.0252892544550598,5.163977794943223,5,Last-Minute Survivor,83.933235,16.066767,0.0,58.33333333333333,74.43584334496498,Deadline management coaching
DDD,2013J,560243,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,0,2143.0,84.85714285714286,153.0,3.22830313828424,122.0,-0.0016984742215983,6.148944934663492,4,Consistent Learner,82.848694,17.15131,5.555555555555555,41.66666666666667,79.31790673168302,Advanced learning opportunities
DDD,2013J,560423,M,North Region,HE Qualification,,35-55,0,120,N,Withdrawn,1,145.0,42.5,12.0,1.8257418583505536,69.0,-0.0332414215686274,2.1213203435596424,2,Anxiety-Spike Learner,81.9939,18.006104,46.66666666666666,93.33333333333331,62.27827360277204,Guided pacing and stress reduction
DDD,2013J,560458,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,713.0,79.71428571428571,43.0,3.687469450372564,191.0,0.0264360586438585,15.337473561121309,5,Last-Minute Survivor,88.455894,11.544103,6.666666666666667,68.33333333333333,72.14503140543137,Deadline management coaching
